,0,1,2
383,2_255,0.0,"[[1287.0, 327.0, 1394.0, 562.0]]"
384,2_255,0.0,"[[1225.0, 299.0, 1298.0, 514.0]]"
385,2_255,0.0,"[[637.0, 584.0, 802.0, 905.0]]"
386,2_256,0.0,"[[768.0, 507.0, 928.0, 897.0]]"
387,2_256,0.0,"[[1287.0, 327.0, 1394.0, 562.0]]"
388,2_256,0.0,"[[1225.0, 299.0, 1298.0, 514.0]]"
389,2_256,0.0,"[[637.0, 584.0, 802.0, 905.0]]"
390,2_257,0.0,"[[768.0, 507.0, 928.0, 896.0]]"
391,2_257,0.0,"[[1287.0, 327.0, 1394.0, 562.0]]"
392,2_257,0.0,"[[1225.0, 299.0, 1298.0, 514.0]]"
393,2_257,0.0,"[[637.0, 584.0, 802.0, 905.0]]"
394,2_258,0.0,"[[767.0, 507.0, 928.0, 897.0]]"
395,2_258,0.0,"[[1287.0, 327.0, 1394.0, 562.0]]"
396,2_258,0.0,"[[1225.0, 299.0, 1298.0, 514.0]]"
397,2_258,0.0,"[[637.0, 584.0, 802.0, 905.0]]"
398,2_259,0.0,"[[491.0, 770.0, 682.0, 934.0]]"
399,2_259,0.0,"[[694.0, 560.0, 858.0, 888.0]]"
400,2_259,0.0,"[[803.0, 463.0, 964.0, 932.0]]"
401,2_259,0.0,"[[1224.0, 296.0, 1289.0, 512.0]]"
402,2_259,0.0,"[[1286.0, 318.0, 1382.0, 566.0]]"
403,2_260,0.0,"[[491.0, 769.0, 682.0, 934.0]]"
404,2_260,0.0,"[[694.0, 559.0, 858.0, 887.0]]"
405,2_260,0.0,"[[803.0, 463.0, 963.0, 931.0]]"
406,2_260,0.0,"[[1224.0, 296.0, 1289.0, 512.0]]"
407,2_260,0.0,"[[1286.0, 318.0, 1382.0, 566.0]]"
408,2_261,0.0,"[[491.0, 769.0, 682.0, 934.0]]"
409,2_261,0.0,"[[694.0, 560.0, 858.0, 887.0]]"
410,2_261,0.0,"[[803.0, 463.0, 964.0, 931.0]]"
411,2_261,0.0,"[[1224.0, 296.0, 1289.0, 512.0]]"
412,2_261,0.0,"[[1286.0, 318.0, 1382.0, 566.0]]"
413,2_262,0.0,"[[491.0, 769.0, 682.0, 934.0]]"
414,2_262,0.0,"[[694.0, 560.0, 858.0, 887.0]]"
415,2_262,0.0,"[[803.0, 462.0, 964.0, 931.0]]"
416,2_262,0.0,"[[1224.0, 296.0, 1289.0, 512.0]]"
417,2_262,0.0,"[[1286.0, 318.0, 1382.0, 566.0]]"
418,2_263,0.0,"[[491.0, 769.0, 682.0, 934.0]]"
419,2_263,0.0,"[[694.0, 560.0, 858.0, 887.0]]"
420,2_263,0.0,"[[803.0, 462.0, 964.0, 931.0]]"
421,2_263,0.0,"[[1224.0, 296.0, 1289.0, 512.0]]"
422,2_263,0.0,"[[1286.0, 318.0, 1382.0, 566.0]]"
423,2_264,0.0,"[[491.0, 769.0, 682.0, 934.0]]"
424,2_264,0.0,"[[694.0, 560.0, 858.0, 888.0]]"
425,2_264,0.0,"[[803.0, 462.0, 964.0, 931.0]]"
426,2_264,0.0,"[[1224.0, 296.0, 1289.0, 512.0]]"
427,2_264,0.0,"[[1286.0, 318.0, 1382.0, 566.0]]"
428,2_265,0.0,"[[491.0, 769.0, 682.0, 934.0]]"
429,2_265,0.0,"[[694.0, 560.0, 858.0, 888.0]]"
430,2_265,0.0,"[[803.0, 462.0, 964.0, 931.0]]"
431,2_265,0.0,"[[1224.0, 296.0, 1289.0, 512.0]]"
432,2_265,0.0,"[[1286.0, 318.0, 1382.0, 566.0]]"
433,2_266,0.0,"[[491.0, 769.0, 682.0, 934.0]]"
434,2_266,0.0,"[[694.0, 560.0, 858.0, 888.0]]"
435,2_266,0.0,"[[803.0, 462.0, 964.0, 931.0]]"
436,2_266,0.0,"[[1224.0, 296.0, 1289.0, 512.0]]"
437,2_266,0.0,"[[1286.0, 318.0, 1382.0, 566.0]]"
438,2_267,0.0,"[[491.0, 769.0, 682.0, 934.0]]"
439,2_267,0.0,"[[694.0, 560.0, 858.0, 888.0]]"
440,2_267,0.0,"[[803.0, 462.0, 964.0, 931.0]]"
441,2_267,0.0,"[[1224.0, 296.0, 1289.0, 512.0]]"
442,2_267,0.0,"[[1286.0, 318.0, 1382.0, 566.0]]"
443,2_268,0.0,"[[491.0, 769.0, 682.0, 934.0]]"
444,2_268,0.0,"[[694.0, 560.0, 858.0, 887.0]]"
445,2_268,0.0,"[[803.0, 462.0, 964.0, 931.0]]"
446,2_268,0.0,"[[1224.0, 296.0, 1289.0, 512.0]]"
447,2_268,0.0,"[[1286.0, 318.0, 1382.0, 566.0]]"
448,2_269,0.0,"[[848.0, 460.0, 976.0, 687.0]]"
449,2_269,0.0,"[[444.0, 629.0, 589.0, 885.0]]"
450,2_269,0.0,"[[748.0, 527.0, 889.0, 833.0]]"
451,2_269,0.0,"[[850.0, 452.0, 998.0, 914.0]]"
452,2_269,0.0,"[[562.0, 672.0, 746.0, 934.0]]"
453,2_269,0.0,"[[1218.0, 306.0, 1292.0, 518.0]]"
454,2_269,0.0,"[[1284.0, 321.0, 1379.0, 566.0]]"
455,2_270,0.0,"[[848.0, 459.0, 976.0, 687.0]]"
456,2_270,0.0,"[[445.0, 630.0, 589.0, 885.0]]"
457,2_270,0.0,"[[748.0, 528.0, 889.0, 833.0]]"
458,2_270,0.0,"[[850.0, 452.0, 998.0, 914.0]]"
459,2_270,0.0,"[[562.0, 672.0, 748.0, 934.0]]"
460,2_270,0.0,"[[1219.0, 306.0, 1292.0, 518.0]]"
461,2_270,0.0,"[[1284.0, 321.0, 1379.0, 566.0]]"
462,2_271,0.0,"[[848.0, 459.0, 976.0, 689.0]]"
463,2_271,0.0,"[[446.0, 631.0, 589.0, 885.0]]"
464,2_271,0.0,"[[562.0, 672.0, 760.0, 934.0]]"
465,2_271,0.0,"[[747.0, 527.0, 889.0, 835.0]]"
466,2_271,0.0,"[[850.0, 452.0, 998.0, 913.0]]"
467,2_271,0.0,"[[1218.0, 305.0, 1291.0, 517.0]]"
468,2_271,0.0,"[[1284.0, 320.0, 1378.0, 567.0]]"
469,2_272,0.0,"[[446.0, 632.0, 589.0, 885.0]]"
470,2_272,0.0,"[[848.0, 459.0, 976.0, 689.0]]"
471,2_272,0.0,"[[562.0, 672.0, 760.0, 934.0]]"
472,2_272,0.0,"[[747.0, 527.0, 889.0, 835.0]]"
473,2_272,0.0,"[[850.0, 452.0, 998.0, 913.0]]"
474,2_272,0.0,"[[1218.0, 305.0, 1291.0, 517.0]]"
475,2_272,0.0,"[[1284.0, 321.0, 1378.0, 567.0]]"
476,2_273,0.0,"[[848.0, 459.0, 976.0, 688.0]]"
477,2_273,0.0,"[[446.0, 632.0, 589.0, 885.0]]"
478,2_273,0.0,"[[562.0, 672.0, 760.0, 934.0]]"
479,2_273,0.0,"[[747.0, 527.0, 889.0, 835.0]]"
480,2_273,0.0,"[[850.0, 452.0, 998.0, 913.0]]"
481,2_273,0.0,"[[1218.0, 305.0, 1291.0, 517.0]]"
482,2_273,0.0,"[[1284.0, 321.0, 1378.0, 567.0]]"
483,2_274,0.0,"[[848.0, 459.0, 976.0, 688.0]]"
484,2_274,0.0,"[[446.0, 632.0, 589.0, 885.0]]"
485,2_274,0.0,"[[562.0, 672.0, 760.0, 934.0]]"
486,2_274,0.0,"[[747.0, 527.0, 889.0, 835.0]]"
487,2_274,0.0,"[[850.0, 452.0, 998.0, 913.0]]"
488,2_274,0.0,"[[1218.0, 305.0, 1291.0, 517.0]]"
489,2_274,0.0,"[[1284.0, 321.0, 1378.0, 567.0]]"
490,2_275,0.0,"[[848.0, 459.0, 976.0, 688.0]]"
491,2_275,0.0,"[[446.0, 632.0, 589.0, 885.0]]"
492,2_275,0.0,"[[562.0, 672.0, 760.0, 934.0]]"
493,2_275,0.0,"[[747.0, 527.0, 889.0, 835.0]]"
494,2_275,0.0,"[[850.0, 452.0, 998.0, 913.0]]"
495,2_275,0.0,"[[1218.0, 305.0, 1291.0, 517.0]]"
496,2_275,0.0,"[[1284.0, 321.0, 1378.0, 567.0]]"
497,2_276,0.0,"[[848.0, 459.0, 976.0, 688.0]]"
498,2_276,0.0,"[[446.0, 632.0, 589.0, 885.0]]"
499,2_276,0.0,"[[562.0, 672.0, 760.0, 934.0]]"
500,2_276,0.0,"[[747.0, 527.0, 889.0, 835.0]]"
501,2_276,0.0,"[[850.0, 452.0, 998.0, 913.0]]"
502,2_276,0.0,"[[1218.0, 305.0, 1291.0, 517.0]]"
503,2_276,0.0,"[[1284.0, 321.0, 1378.0, 567.0]]"
504,2_277,0.0,"[[848.0, 459.0, 976.0, 688.0]]"
505,2_277,0.0,"[[446.0, 631.0, 589.0, 885.0]]"
506,2_277,0.0,"[[562.0, 672.0, 760.0, 934.0]]"
507,2_277,0.0,"[[747.0, 527.0, 889.0, 835.0]]"
508,2_277,0.0,"[[850.0, 452.0, 998.0, 913.0]]"
509,2_277,0.0,"[[1218.0, 305.0, 1291.0, 517.0]]"
510,2_277,0.0,"[[1284.0, 321.0, 1378.0, 567.0]]"
511,2_278,0.0,"[[848.0, 459.0, 976.0, 688.0]]"
512,2_278,0.0,"[[446.0, 632.0, 589.0, 885.0]]"
513,2_278,0.0,"[[562.0, 672.0, 760.0, 934.0]]"
514,2_278,0.0,"[[747.0, 527.0, 889.0, 835.0]]"
515,2_278,0.0,"[[850.0, 452.0, 998.0, 913.0]]"
516,2_278,0.0,"[[1218.0, 305.0, 1291.0, 517.0]]"
517,2_278,0.0,"[[1284.0, 321.0, 1378.0, 567.0]]"
518,2_279,0.0,"[[893.0, 553.0, 1016.0, 864.0]]"
519,2_279,0.0,"[[603.0, 605.0, 750.0, 895.0]]"
520,2_279,0.0,"[[891.0, 432.0, 1016.0, 705.0]]"
521,2_279,0.0,"[[792.0, 493.0, 921.0, 824.0]]"
522,2_279,0.0,"[[1221.0, 303.0, 1294.0, 515.0]]"
523,2_279,0.0,"[[1283.0, 324.0, 1378.0, 580.0]]"
524,2_280,0.0,"[[893.0, 549.0, 1016.0, 863.0]]"
525,2_280,0.0,"[[603.0, 607.0, 749.0, 894.0]]"
526,2_280,0.0,"[[891.0, 432.0, 1016.0, 707.0]]"
527,2_280,0.0,"[[792.0, 493.0, 921.0, 824.0]]"
528,2_280,0.0,"[[1221.0, 303.0, 1294.0, 515.0]]"
529,2_280,0.0,"[[1283.0, 324.0, 1378.0, 581.0]]"
530,2_281,0.0,"[[893.0, 549.0, 1016.0, 863.0]]"
531,2_281,0.0,"[[603.0, 607.0, 749.0, 894.0]]"
532,2_281,0.0,"[[891.0, 432.0, 1016.0, 707.0]]"
533,2_281,0.0,"[[792.0, 493.0, 921.0, 824.0]]"
534,2_281,0.0,"[[1221.0, 303.0, 1294.0, 515.0]]"
535,2_281,0.0,"[[1283.0, 324.0, 1378.0, 580.0]]"
536,2_282,0.0,"[[894.0, 550.0, 1016.0, 863.0]]"
537,2_282,0.0,"[[603.0, 606.0, 749.0, 895.0]]"
538,2_282,0.0,"[[891.0, 432.0, 1016.0, 707.0]]"
539,2_282,0.0,"[[792.0, 493.0, 921.0, 824.0]]"
540,2_282,0.0,"[[1221.0, 303.0, 1294.0, 515.0]]"
541,2_282,0.0,"[[1283.0, 324.0, 1378.0, 581.0]]"
542,2_283,0.0,"[[894.0, 550.0, 1016.0, 863.0]]"
543,2_283,0.0,"[[603.0, 606.0, 750.0, 895.0]]"
544,2_283,0.0,"[[891.0, 432.0, 1016.0, 707.0]]"
545,2_283,0.0,"[[792.0, 493.0, 921.0, 824.0]]"
546,2_283,0.0,"[[1221.0, 303.0, 1294.0, 515.0]]"
547,2_283,0.0,"[[1283.0, 324.0, 1378.0, 580.0]]"
548,2_284,0.0,"[[893.0, 552.0, 1016.0, 863.0]]"
549,2_284,0.0,"[[603.0, 606.0, 750.0, 895.0]]"
550,2_284,0.0,"[[891.0, 431.0, 1016.0, 706.0]]"
551,2_284,0.0,"[[792.0, 493.0, 921.0, 824.0]]"
552,2_284,0.0,"[[1221.0, 303.0, 1294.0, 515.0]]"
553,2_284,0.0,"[[1283.0, 324.0, 1378.0, 581.0]]"
554,2_285,0.0,"[[894.0, 551.0, 1016.0, 863.0]]"
555,2_285,0.0,"[[603.0, 606.0, 750.0, 895.0]]"
556,2_285,0.0,"[[891.0, 431.0, 1016.0, 706.0]]"
557,2_285,0.0,"[[792.0, 493.0, 921.0, 824.0]]"
558,2_285,0.0,"[[1221.0, 303.0, 1294.0, 515.0]]"
559,2_285,0.0,"[[1283.0, 324.0, 1378.0, 581.0]]"
560,2_286,0.0,"[[893.0, 551.0, 1016.0, 863.0]]"
561,2_286,0.0,"[[603.0, 606.0, 750.0, 895.0]]"
562,2_286,0.0,"[[891.0, 431.0, 1016.0, 706.0]]"
563,2_286,0.0,"[[792.0, 493.0, 921.0, 824.0]]"
564,2_286,0.0,"[[1221.0, 303.0, 1294.0, 515.0]]"
565,2_286,0.0,"[[1283.0, 324.0, 1378.0, 581.0]]"
566,2_287,0.0,"[[894.0, 551.0, 1016.0, 863.0]]"
567,2_287,0.0,"[[603.0, 606.0, 750.0, 895.0]]"
568,2_287,0.0,"[[891.0, 431.0, 1016.0, 706.0]]"
569,2_287,0.0,"[[792.0, 493.0, 921.0, 824.0]]"
570,2_287,0.0,"[[1221.0, 303.0, 1294.0, 515.0]]"
571,2_287,0.0,"[[1283.0, 324.0, 1378.0, 581.0]]"
572,2_288,0.0,"[[893.0, 551.0, 1016.0, 863.0]]"
573,2_288,0.0,"[[603.0, 606.0, 750.0, 895.0]]"
574,2_288,0.0,"[[891.0, 431.0, 1016.0, 706.0]]"
575,2_288,0.0,"[[792.0, 493.0, 921.0, 824.0]]"
576,2_288,0.0,"[[1221.0, 303.0, 1294.0, 515.0]]"
577,2_288,0.0,"[[1283.0, 324.0, 1378.0, 581.0]]"
578,2_289,0.0,"[[535.0, 490.0, 662.0, 811.0]]"
579,2_289,0.0,"[[914.0, 409.0, 1039.0, 811.0]]"
580,2_289,0.0,"[[826.0, 471.0, 930.0, 768.0]]"
581,2_289,0.0,"[[648.0, 514.0, 791.0, 816.0]]"
582,2_289,0.0,"[[1219.0, 304.0, 1298.0, 517.0]]"
583,2_289,0.0,"[[1278.0, 320.0, 1388.0, 583.0]]"
584,2_290,0.0,"[[535.0, 490.0, 662.0, 810.0]]"
585,2_290,0.0,"[[914.0, 409.0, 1039.0, 811.0]]"
586,2_290,0.0,"[[827.0, 471.0, 930.0, 768.0]]"
587,2_290,0.0,"[[648.0, 514.0, 791.0, 816.0]]"
588,2_290,0.0,"[[1219.0, 304.0, 1298.0, 517.0]]"
589,2_290,0.0,"[[1278.0, 320.0, 1388.0, 583.0]]"
590,2_291,0.0,"[[535.0, 490.0, 662.0, 810.0]]"
591,2_291,0.0,"[[914.0, 409.0, 1039.0, 811.0]]"
592,2_291,0.0,"[[826.0, 471.0, 930.0, 768.0]]"
593,2_291,0.0,"[[648.0, 514.0, 791.0, 816.0]]"
594,2_291,0.0,"[[1219.0, 304.0, 1298.0, 517.0]]"
595,2_291,0.0,"[[1278.0, 320.0, 1388.0, 583.0]]"
596,2_292,0.0,"[[535.0, 490.0, 662.0, 810.0]]"
597,2_292,0.0,"[[913.0, 409.0, 1039.0, 812.0]]"
598,2_292,0.0,"[[826.0, 471.0, 930.0, 768.0]]"
599,2_292,0.0,"[[648.0, 514.0, 791.0, 816.0]]"
600,2_292,0.0,"[[1219.0, 304.0, 1298.0, 517.0]]"
601,2_292,0.0,"[[1278.0, 320.0, 1388.0, 583.0]]"
602,2_293,0.0,"[[535.0, 490.0, 662.0, 810.0]]"
603,2_293,0.0,"[[913.0, 409.0, 1039.0, 811.0]]"
604,2_293,0.0,"[[826.0, 471.0, 930.0, 768.0]]"
605,2_293,0.0,"[[648.0, 514.0, 791.0, 816.0]]"
606,2_293,0.0,"[[1219.0, 304.0, 1298.0, 517.0]]"
607,2_293,0.0,"[[1278.0, 320.0, 1388.0, 583.0]]"
608,2_294,0.0,"[[535.0, 490.0, 662.0, 810.0]]"
609,2_294,0.0,"[[913.0, 409.0, 1039.0, 811.0]]"
610,2_294,0.0,"[[826.0, 471.0, 930.0, 768.0]]"
611,2_294,0.0,"[[648.0, 514.0, 791.0, 816.0]]"
612,2_294,0.0,"[[1219.0, 304.0, 1298.0, 517.0]]"
613,2_294,0.0,"[[1278.0, 320.0, 1388.0, 583.0]]"
614,2_295,0.0,"[[535.0, 490.0, 662.0, 810.0]]"
615,2_295,0.0,"[[913.0, 409.0, 1039.0, 811.0]]"
616,2_295,0.0,"[[826.0, 471.0, 930.0, 768.0]]"
617,2_295,0.0,"[[648.0, 514.0, 791.0, 816.0]]"
618,2_295,0.0,"[[1219.0, 304.0, 1298.0, 517.0]]"
619,2_295,0.0,"[[1278.0, 320.0, 1388.0, 583.0]]"
620,2_296,0.0,"[[535.0, 490.0, 662.0, 810.0]]"
621,2_296,0.0,"[[913.0, 409.0, 1039.0, 811.0]]"
622,2_296,0.0,"[[826.0, 471.0, 930.0, 768.0]]"
623,2_296,0.0,"[[648.0, 514.0, 791.0, 816.0]]"
624,2_296,0.0,"[[1219.0, 304.0, 1298.0, 517.0]]"
625,2_296,0.0,"[[1278.0, 320.0, 1388.0, 583.0]]"
626,2_297,0.0,"[[535.0, 490.0, 662.0, 810.0]]"
627,2_297,0.0,"[[913.0, 409.0, 1039.0, 811.0]]"
628,2_297,0.0,"[[826.0, 471.0, 930.0, 768.0]]"
629,2_297,0.0,"[[648.0, 514.0, 791.0, 816.0]]"
630,2_297,0.0,"[[1219.0, 304.0, 1298.0, 517.0]]"
631,2_297,0.0,"[[1278.0, 320.0, 1388.0, 583.0]]"
632,2_298,0.0,"[[535.0, 490.0, 662.0, 810.0]]"
633,2_298,0.0,"[[913.0, 409.0, 1039.0, 811.0]]"
634,2_298,0.0,"[[826.0, 471.0, 930.0, 768.0]]"
635,2_298,0.0,"[[648.0, 514.0, 791.0, 816.0]]"
636,2_298,0.0,"[[1219.0, 304.0, 1298.0, 517.0]]"
637,2_298,0.0,"[[1278.0, 320.0, 1388.0, 583.0]]"
638,2_299,0.0,"[[872.0, 476.0, 981.0, 753.0]]"
639,2_299,0.0,"[[947.0, 532.0, 1088.0, 807.0]]"
640,2_299,0.0,"[[701.0, 461.0, 815.0, 739.0]]"
641,2_299,0.0,"[[590.0, 421.0, 689.0, 725.0]]"
642,2_299,0.0,"[[1216.0, 303.0, 1296.0, 518.0]]"
643,2_299,0.0,"[[1261.0, 332.0, 1381.0, 599.0]]"
644,2_300,0.0,"[[872.0, 477.0, 981.0, 753.0]]"
645,2_300,0.0,"[[947.0, 531.0, 1087.0, 807.0]]"
646,2_300,0.0,"[[701.0, 461.0, 815.0, 739.0]]"
647,2_300,0.0,"[[590.0, 421.0, 688.0, 726.0]]"
648,2_300,0.0,"[[1216.0, 303.0, 1296.0, 518.0]]"
649,2_300,0.0,"[[1261.0, 332.0, 1381.0, 599.0]]"
650,2_301,0.0,"[[872.0, 447.0, 980.0, 753.0]]"
651,2_301,0.0,"[[947.0, 533.0, 1088.0, 803.0]]"
652,2_301,0.0,"[[701.0, 462.0, 813.0, 737.0]]"
653,2_301,0.0,"[[590.0, 422.0, 689.0, 723.0]]"
654,2_301,0.0,"[[1216.0, 303.0, 1297.0, 517.0]]"
655,2_301,0.0,"[[1262.0, 332.0, 1383.0, 598.0]]"
656,2_302,0.0,"[[872.0, 447.0, 980.0, 754.0]]"
657,2_302,0.0,"[[947.0, 533.0, 1088.0, 803.0]]"
658,2_302,0.0,"[[701.0, 462.0, 813.0, 737.0]]"
659,2_302,0.0,"[[590.0, 422.0, 689.0, 723.0]]"
660,2_302,0.0,"[[1216.0, 303.0, 1297.0, 517.0]]"
661,2_302,0.0,"[[1262.0, 331.0, 1383.0, 598.0]]"
662,2_303,0.0,"[[872.0, 446.0, 979.0, 754.0]]"
663,2_303,0.0,"[[947.0, 533.0, 1088.0, 803.0]]"
664,2_303,0.0,"[[701.0, 462.0, 813.0, 737.0]]"
665,2_303,0.0,"[[590.0, 422.0, 689.0, 723.0]]"
666,2_303,0.0,"[[1216.0, 303.0, 1297.0, 517.0]]"
667,2_303,0.0,"[[1262.0, 331.0, 1383.0, 598.0]]"
668,2_304,0.0,"[[872.0, 446.0, 979.0, 754.0]]"
669,2_304,0.0,"[[947.0, 534.0, 1088.0, 803.0]]"
670,2_304,0.0,"[[701.0, 462.0, 813.0, 737.0]]"
671,2_304,0.0,"[[590.0, 422.0, 689.0, 723.0]]"
672,2_304,0.0,"[[1216.0, 303.0, 1297.0, 517.0]]"
673,2_304,0.0,"[[1262.0, 332.0, 1383.0, 598.0]]"
674,2_305,0.0,"[[872.0, 446.0, 979.0, 754.0]]"
675,2_305,0.0,"[[947.0, 534.0, 1088.0, 803.0]]"
676,2_305,0.0,"[[701.0, 462.0, 813.0, 737.0]]"
677,2_305,0.0,"[[590.0, 422.0, 689.0, 723.0]]"
678,2_305,0.0,"[[1216.0, 303.0, 1297.0, 517.0]]"
679,2_305,0.0,"[[1262.0, 332.0, 1383.0, 598.0]]"
680,2_306,0.0,"[[872.0, 447.0, 979.0, 754.0]]"
681,2_306,0.0,"[[947.0, 534.0, 1088.0, 803.0]]"
682,2_306,0.0,"[[701.0, 462.0, 813.0, 737.0]]"
683,2_306,0.0,"[[590.0, 422.0, 689.0, 723.0]]"
684,2_306,0.0,"[[1216.0, 303.0, 1297.0, 517.0]]"
685,2_306,0.0,"[[1262.0, 332.0, 1383.0, 598.0]]"
686,2_307,0.0,"[[872.0, 447.0, 979.0, 753.0]]"
687,2_307,0.0,"[[947.0, 534.0, 1088.0, 803.0]]"
688,2_307,0.0,"[[701.0, 462.0, 813.0, 737.0]]"
689,2_307,0.0,"[[590.0, 422.0, 689.0, 723.0]]"
690,2_307,0.0,"[[1216.0, 303.0, 1297.0, 517.0]]"
691,2_307,0.0,"[[1262.0, 332.0, 1383.0, 598.0]]"
692,2_308,0.0,"[[872.0, 446.0, 979.0, 753.0]]"
693,2_308,0.0,"[[947.0, 534.0, 1088.0, 803.0]]"
694,2_308,0.0,"[[701.0, 462.0, 813.0, 737.0]]"
695,2_308,0.0,"[[590.0, 422.0, 689.0, 723.0]]"
696,2_308,0.0,"[[1216.0, 303.0, 1297.0, 517.0]]"
697,2_308,0.0,"[[1262.0, 332.0, 1383.0, 598.0]]"
698,2_309,0.0,"[[872.0, 446.0, 979.0, 753.0]]"
699,2_309,0.0,"[[947.0, 534.0, 1088.0, 803.0]]"
700,2_309,0.0,"[[701.0, 462.0, 813.0, 737.0]]"
701,2_309,0.0,"[[590.0, 422.0, 689.0, 723.0]]"
702,2_309,0.0,"[[1216.0, 303.0, 1297.0, 517.0]]"
703,2_309,0.0,"[[1262.0, 332.0, 1383.0, 598.0]]"
704,2_310,0.0,"[[872.0, 446.0, 979.0, 753.0]]"
705,2_310,0.0,"[[947.0, 534.0, 1088.0, 803.0]]"
706,2_310,0.0,"[[701.0, 462.0, 813.0, 737.0]]"
707,2_310,0.0,"[[590.0, 422.0, 689.0, 723.0]]"
708,2_310,0.0,"[[1216.0, 303.0, 1297.0, 517.0]]"
709,2_310,0.0,"[[1262.0, 332.0, 1383.0, 598.0]]"
710,2_311,0.0,"[[993.0, 434.0, 1113.0, 787.0]]"
711,2_311,0.0,"[[909.0, 429.0, 1028.0, 732.0]]"
712,2_311,0.0,"[[638.0, 399.0, 740.0, 688.0]]"
713,2_311,0.0,"[[746.0, 419.0, 865.0, 711.0]]"
714,2_311,0.0,"[[1200.0, 309.0, 1294.0, 522.0]]"
715,2_311,0.0,"[[1257.0, 338.0, 1377.0, 611.0]]"
716,2_312,0.0,"[[993.0, 431.0, 1113.0, 787.0]]"
717,2_312,0.0,"[[909.0, 429.0, 1028.0, 733.0]]"
718,2_312,0.0,"[[638.0, 399.0, 740.0, 688.0]]"
719,2_312,0.0,"[[746.0, 419.0, 865.0, 711.0]]"
720,2_312,0.0,"[[1200.0, 309.0, 1294.0, 522.0]]"
721,2_312,0.0,"[[1257.0, 338.0, 1377.0, 611.0]]"
722,2_313,0.0,"[[993.0, 432.0, 1113.0, 787.0]]"
723,2_313,0.0,"[[909.0, 429.0, 1027.0, 733.0]]"
724,2_313,0.0,"[[638.0, 399.0, 740.0, 688.0]]"
725,2_313,0.0,"[[746.0, 419.0, 865.0, 710.0]]"
726,2_313,0.0,"[[1200.0, 309.0, 1294.0, 522.0]]"
727,2_313,0.0,"[[1257.0, 338.0, 1377.0, 611.0]]"
728,2_314,0.0,"[[993.0, 433.0, 1113.0, 787.0]]"
729,2_314,0.0,"[[909.0, 429.0, 1027.0, 733.0]]"
730,2_314,0.0,"[[638.0, 399.0, 740.0, 688.0]]"
731,2_314,0.0,"[[746.0, 419.0, 865.0, 711.0]]"
732,2_314,0.0,"[[1200.0, 309.0, 1294.0, 522.0]]"
733,2_314,0.0,"[[1257.0, 338.0, 1377.0, 611.0]]"
734,2_315,0.0,"[[993.0, 431.0, 1113.0, 787.0]]"
735,2_315,0.0,"[[909.0, 429.0, 1027.0, 733.0]]"
736,2_315,0.0,"[[638.0, 399.0, 740.0, 688.0]]"
737,2_315,0.0,"[[746.0, 419.0, 865.0, 710.0]]"
738,2_315,0.0,"[[1200.0, 309.0, 1294.0, 522.0]]"
739,2_315,0.0,"[[1257.0, 338.0, 1377.0, 611.0]]"
740,2_316,0.0,"[[993.0, 432.0, 1113.0, 787.0]]"
741,2_316,0.0,"[[909.0, 429.0, 1027.0, 733.0]]"
742,2_316,0.0,"[[638.0, 399.0, 740.0, 688.0]]"
743,2_316,0.0,"[[746.0, 419.0, 865.0, 710.0]]"
744,2_316,0.0,"[[1200.0, 309.0, 1294.0, 522.0]]"
745,2_316,0.0,"[[1257.0, 338.0, 1377.0, 611.0]]"
746,2_317,0.0,"[[993.0, 432.0, 1113.0, 787.0]]"
747,2_317,0.0,"[[909.0, 429.0, 1027.0, 733.0]]"
748,2_317,0.0,"[[638.0, 399.0, 740.0, 688.0]]"
749,2_317,0.0,"[[746.0, 419.0, 865.0, 711.0]]"
750,2_317,0.0,"[[1200.0, 309.0, 1294.0, 522.0]]"
751,2_317,0.0,"[[1257.0, 338.0, 1377.0, 611.0]]"
752,2_318,0.0,"[[993.0, 431.0, 1113.0, 787.0]]"
753,2_318,0.0,"[[909.0, 429.0, 1027.0, 733.0]]"
754,2_318,0.0,"[[638.0, 399.0, 740.0, 688.0]]"
755,2_318,0.0,"[[746.0, 419.0, 865.0, 710.0]]"
756,2_318,0.0,"[[1200.0, 309.0, 1294.0, 522.0]]"
757,2_318,0.0,"[[1257.0, 338.0, 1377.0, 611.0]]"
758,2_319,0.0,"[[672.0, 393.0, 750.0, 567.0]]"
759,2_319,0.0,"[[1022.0, 364.0, 1127.0, 542.0]]"
760,2_319,0.0,"[[709.0, 383.0, 787.0, 610.0]]"
761,2_319,0.0,"[[786.0, 376.0, 886.0, 643.0]]"
762,2_319,0.0,"[[919.0, 403.0, 1033.0, 727.0]]"
763,2_319,0.0,"[[1028.0, 443.0, 1134.0, 766.0]]"
764,2_319,0.0,"[[1195.0, 306.0, 1296.0, 523.0]]"
765,2_319,0.0,"[[1260.0, 356.0, 1372.0, 644.0]]"
766,2_320,0.0,"[[671.0, 392.0, 750.0, 568.0]]"
767,2_320,0.0,"[[1022.0, 364.0, 1127.0, 542.0]]"
768,2_320,0.0,"[[708.0, 382.0, 787.0, 610.0]]"
769,2_320,0.0,"[[786.0, 376.0, 886.0, 643.0]]"
770,2_320,0.0,"[[919.0, 403.0, 1033.0, 727.0]]"
771,2_320,0.0,"[[1028.0, 444.0, 1134.0, 766.0]]"
772,2_320,0.0,"[[1195.0, 306.0, 1296.0, 523.0]]"
